Point,"hb_ocp1dbm_value","hb_peakPAE_value","hb_gainAt-20dbm_value","hb_PinAtOcp1dbm_value","hb_PAEAtOcp1dbm","hb_comp_curve","hb_outputPowerW_curve","hb_outputPowerDBM_curve","hb_PAE_curve"
20,11.6329383461469,21.8373190687793,18.6940947724331,-6.07354513662199,7.77933974399762,wave,wave,wave,wave
21,11.8912164922751,24.819896171551,17.9564178597263,-5.07055276700394,10.5818715675488,wave,wave,wave,wave
22,11.7411297380115,24.460941997312,18.4751187485087,-5.74114800330676,9.65147331766384,wave,wave,wave,wave
23,11.9919819924133,24.4343358041563,18.8847545215887,-5.89088716906867,9.1404103290051,wave,wave,wave,wave
24,11.6755656918196,23.6603351219985,19.12107059323,-6.44705382568748,8.23357478200698,wave,wave,wave,wave
25,11.5918989961651,23.1363613090047,18.0362343621987,-5.45062533348483,8.82466319309338,wave,wave,wave,wave
26,12.0111193740308,24.8415342653822,18.0442849279691,-5.03024680720709,11.1692215471771,wave,wave,wave,wave
27,11.7670239205217,23.9202740943062,18.480073272035,-5.71861900416224,8.91349914308075,wave,wave,wave,wave
28,11.998057407692,24.026916212702,18.7170772452551,-5.71524537978974,8.84485215419278,wave,wave,wave,wave
29,11.6460757275615,24.1502451757111,18.0686183055918,-5.43025430052128,9.59083186170098,wave,wave,wave,wave
30,11.2759181474556,21.9869025521858,17.8085333513141,-5.54725779797497,8.1807510928705,wave,wave,wave,wave
31,11.8287643572956,24.614871547625,18.3383853899769,-5.51824854930919,9.50310047939944,wave,wave,wave,wave
32,12.1904856410098,24.6731097504222,18.7634542682081,-5.56104441467462,9.35411044867256,wave,wave,wave,wave
33,11.780884933543,23.7040191742318,18.8668866885758,-6.0886307194758,8.56366505737754,wave,wave,wave,wave
34,11.9901122258163,24.5544107645126,18.836909793826,-5.84838462452719,9.21756424951786,wave,wave,wave,wave
35,11.5926270549441,24.1760116735076,17.906974958967,-5.32718913596896,9.67380438402231,wave,wave,wave,wave
36,12.0828537876518,25.1861862055886,18.024199528477,-4.94477618263943,11.1423813126377,wave,wave,wave,wave
37,11.7356465295889,23.4741603966562,18.8546065030016,-6.1198796252613,8.54300506439116,wave,wave,wave,wave
38,11.8385266789338,24.7956824864317,18.5011355127771,-5.66875948681232,9.61666820384501,wave,wave,wave,wave
39,11.7482228651224,24.1646476375834,18.3326547644829,-5.60327888905393,9.25843924895653,wave,wave,wave,wave
40,11.6229888544409,24.6908353191821,17.5434324964511,-4.93807649798613,10.4179930830779,wave,wave,wave,wave
41,11.8506809785362,23.9901993767872,18.8016428054425,-5.94388354315428,8.93156876638616,wave,wave,wave,wave
42,11.4899478743241,22.9463619624433,17.8220089555774,-5.34730913224715,8.51466161547621,wave,wave,wave,wave
43,11.936835042079,24.7363642783051,18.6155671059372,-5.67783708138555,9.87731090840511,wave,wave,wave,wave
44,11.9118793563005,25.0353594818639,18.058137747372,-5.154715354411,10.6744674286789,wave,wave,wave,wave
45,12.0901609676472,25.4816467125728,18.8290028251137,-5.73876664848203,10.6329138406958,wave,wave,wave,wave
46,11.5447025724936,22.1194784602899,18.5030173276339,-5.96175354255159,7.87214110581829,wave,wave,wave,wave
47,11.9610979766305,25.0521773532548,18.540229380692,-5.58276109281965,10.159463961973,wave,wave,wave,wave
48,12.028301681919,25.3694459124361,17.8201209773915,-4.80412097542957,11.1868837961221,wave,wave,wave,wave
49,11.6441174497168,22.9764671103028,18.5338853858493,-5.8963744962857,8.43915163387432,wave,wave,wave,wave
50,11.8911384469776,24.8375621991255,18.4615511393293,-5.57287837759093,9.72150968601048,wave,wave,wave,wave
51,11.8576566738031,24.486355278347,18.6306883262506,-5.77924949822506,9.48756842996566,wave,wave,wave,wave
52,11.9695697743534,24.2588296118578,18.8761733688529,-5.90424071664011,9.00084065331371,wave,wave,wave,wave
53,11.8463459416723,25.2051736030769,17.9670966978492,-5.13579977502231,10.97464688269,wave,wave,wave,wave
54,11.4036342725009,21.9920113874808,18.0212218698624,-5.62901386833441,8.08997767297719,wave,wave,wave,wave
55,11.8303877835869,24.8464916230632,18.4341694794326,-5.60856979466144,10.249207370827,wave,wave,wave,wave
56,11.6268325490758,24.0410597523993,17.7584823162529,-5.14168737992779,9.72815119557957,wave,wave,wave,wave
57,11.8486259402589,24.7196517239586,18.6396561236275,-5.7925543901238,9.73472859548178,wave,wave,wave,wave
58,11.790703001538,23.3621721365911,18.7534122618654,-5.96244571892487,8.45052575233209,wave,wave,wave,wave
59,12.2003174554065,25.5479873952545,18.5924876839619,-5.39014357884728,10.9119991264888,wave,wave,wave,wave
60,11.5611684936004,22.1268714453904,18.5623528818142,-6.0030190753492,8.02945021231235,wave,wave,wave,wave
61,11.8504078310946,23.8390364883557,18.7342297463218,-5.88921081157969,8.53052105433745,wave,wave,wave,wave
62,11.7614707624375,24.5656579836162,18.0924802502476,-5.34336241119136,9.63312362042875,wave,wave,wave,wave
63,12.0402368943872,24.970267107437,18.7507756493847,-5.70892300876178,9.9647305217372,wave,wave,wave,wave
64,11.7888912694633,24.112746306823,18.3832384763257,-5.60809704184341,9.10771625698438,wave,wave,wave,wave
65,12.0245365169246,24.3474902462437,19.0011402665382,-5.96902458865344,9.36938298088595,wave,wave,wave,wave
66,11.7721524711249,23.7451971160234,18.4357538126401,-5.66326941085869,8.98544985925353,wave,wave,wave,wave
67,12.43215149774,26.1482074767387,18.3454260070477,-4.91554175027888,13.1845651877365,wave,wave,wave,wave
68,11.5118192977814,23.5818942298991,18.0249790037357,-5.5242759468493,8.92632461982267,wave,wave,wave,wave
69,11.9781418823768,24.8997113342311,18.8321492622454,-5.86023571219655,9.64410573012715,wave,wave,wave,wave
70,11.7115396998699,24.3880061661673,17.7318667456864,-5.03002824484159,9.98467338364414,wave,wave,wave,wave
71,11.9017166023774,24.1848229270542,19.2097084412097,-6.30215886708142,8.60184404612758,wave,wave,wave,wave
72,11.8243588483415,24.2228886158486,18.4941737402277,-5.67573889545422,9.09713667837025,wave,wave,wave,wave
73,11.5193565289879,22.9186644458337,18.231022503367,-5.71664173266195,8.70925216171409,wave,wave,wave,wave
74,11.9926675860292,25.0347345523193,18.1220311115736,-5.13071910039575,10.8928832535701,wave,wave,wave,wave
75,11.7219091921328,23.2816181111652,18.9725217041874,-6.26065804337626,8.27347189926819,wave,wave,wave,wave
76,11.9365681072742,24.1150614430054,18.7452175569089,-5.80367606841481,8.96159043707445,wave,wave,wave,wave
77,11.6510498444937,24.1747342973929,18.0557278942014,-5.41843126066005,9.4069260745172,wave,wave,wave,wave
78,12.119863971317,25.1300675710921,18.3818011342918,-5.25666941235707,10.8113471683657,wave,wave,wave,wave
79,11.7178633070989,24.6510278405817,18.1060039925949,-5.39957961302837,9.9484923110717,wave,wave,wave,wave
80,11.6385155922234,23.7955829874491,18.3837523742292,-5.75258617391548,8.86726003651735,wave,wave,wave,wave
81,12.0728673929405,24.9903024743401,18.4115084970474,-5.33681215869802,9.96285158282974,wave,wave,wave,wave
82,11.66875883407,24.5652304349118,17.856901012589,-5.20381511303849,9.85142998099666,wave,wave,wave,wave
83,11.9283380822495,24.2140236215303,18.8521564610975,-5.92024141268099,9.18309764647574,wave,wave,wave,wave
84,11.8502205037006,24.1078406922276,18.7085966728092,-5.86491708740706,8.91996680148763,wave,wave,wave,wave
