Point,"hb_comp_curve","hb_ocp1dbm_value","hb_peakPAE_value","hb_gainAt-20dbm_value","hb_PinAtOcp1dbm_value","hb_PAEAtOcp1dbm","hb_outputPowerW_curve","hb_outputPowerDBM_curve","hb_PAE_curve"
404,wave,10.375550117279,21.495101133456,19.126547808708,-7.70828250923883,9.29425772107048,wave,wave,wave
405,wave,10.2081506527052,20.5564431915368,18.4044820319222,-7.17275306988641,10.0066620800876,wave,wave,wave
406,wave,10.3650501756055,20.2289933016551,18.4461869228336,-7.05105313336608,9.89900681962089,wave,wave,wave
407,wave,10.4051169722677,21.2259757175443,18.9090973341901,-7.47232777124182,9.99212984842314,wave,wave,wave
408,wave,10.2424036503263,20.7288718230043,19.2817515956466,-7.99918796121829,8.52878217395933,wave,wave,wave
409,wave,10.4514050033403,21.4051118872359,18.9254654933416,-7.4474950144876,10.6098642899821,wave,wave,wave
410,wave,10.3731468478631,21.0805300510469,18.7872079041843,-7.38079673829676,9.9503711299771,wave,wave,wave
411,wave,10.288629730251,19.803749437439,17.2611018551734,-5.94865238993091,11.6298925778606,wave,wave,wave
412,wave,10.9137654577167,21.4714944081145,19.452032611811,-7.5285604098203,10.4940183242353,wave,wave,wave
413,wave,10.3903751944162,21.2311259608272,18.9596674612912,-7.53259556398756,9.55193803721513,wave,wave,wave
414,wave,10.37914631721,20.9460478959669,19.1064551144388,-7.67737021580857,8.81497221233867,wave,wave,wave
