Point,"hb_comp_curve","hb_ocp1dbm_value","hb_peakPAE_value","hb_gainAt-20dbm_value","hb_PinAtOcp1dbm_value","hb_PAEAtOcp1dbm","hb_outputPowerW_curve","hb_outputPowerDBM_curve","hb_PAE_curve"
75,wave,3.13248032489777,8.17103333179542,18.7052138228481,-14.6207976896214,2.25361422029089,wave,wave,wave
76,wave,3.4025289410807,8.0412114608598,17.9098974490022,-13.4821267377924,2.46193677514226,wave,wave,wave
77,wave,3.10250856096277,7.77834759880201,18.4250176025343,-14.3427843031936,2.55976683425591,wave,wave,wave
78,wave,3.41536727713206,7.44039833004175,17.1056205803463,-12.6573806847379,2.81071904073111,wave,wave,wave
79,wave,3.05713308206323,7.50027096829371,17.9483721244308,-13.9041148157873,2.62014206531111,wave,wave,wave
80,wave,3.07180814069852,7.72457827367524,17.9915072626841,-13.9368295066485,2.4051044912498,wave,wave,wave
81,wave,3.47000158199697,7.74476781986236,17.8047146859363,-13.3005030311395,2.67643909874098,wave,wave,wave
82,wave,3.12478054524782,7.81188069412847,18.5978522940141,-14.488342161808,2.67974888980203,wave,wave,wave
83,wave,3.3572749787434,7.85695693478624,17.8139607329984,-13.4382108604363,2.49904259992928,wave,wave,wave
84,wave,3.23515069941336,8.02531626736353,18.459476409612,-14.2435198719169,2.40829432125077,wave,wave,wave
85,wave,2.85725525237383,7.31180275673355,17.7654946788201,-13.9366514970049,2.72959514332296,wave,wave,wave
86,wave,3.19159650712657,7.76515734619378,18.0164059474139,-13.8049139589436,2.47712583917587,wave,wave,wave
87,wave,3.2404879826575,7.65942593638882,17.0907977339253,-12.836602836839,2.38955510661265,wave,wave,wave
88,wave,3.60598250079049,8.03338503843076,17.6679669725761,-13.0358993270867,2.54347240896563,wave,wave,wave
89,wave,3.24545482324775,7.78374055884877,18.4673766397899,-14.2439810296558,2.67161395992422,wave,wave,wave
90,wave,3.25454919908288,7.4449025896675,17.696005296632,-13.4215643131768,2.77980360838519,wave,wave,wave
91,wave,2.93328326552152,7.44579519570361,17.7917716262911,-13.866966575446,2.54008511138131,wave,wave,wave
92,wave,3.39730863493145,7.85140372431253,18.1886864256931,-13.7806316594167,2.57960342942424,wave,wave,wave
93,wave,3.2862530973965,8.04136504225899,18.2991464759382,-14.0205674853201,2.42696944758475,wave,wave,wave
94,wave,3.13722154495485,7.42857146317157,17.3637942288182,-13.2028143786238,2.59471280897896,wave,wave,wave
95,wave,2.9603061931969,8.22112515520712,18.8230980993091,-14.9240632008362,2.16797224860817,wave,wave,wave
96,wave,3.1664848085581,7.5457924784358,17.752919005208,-13.5845186874304,2.58689492926724,wave,wave,wave
97,wave,3.08257535348565,8.33096446738729,19.0176514149793,-14.9929370886002,2.18261261827679,wave,wave,wave
98,wave,3.28439068646663,7.72663307325856,18.1002529977038,-13.8170089822129,2.61513171147685,wave,wave,wave
99,wave,3.09611875163744,7.28640567306242,17.2087582263055,-13.0699359586709,2.67284463387184,wave,wave,wave
100,wave,3.33928511249714,7.62130982154833,17.2707836320524,-12.9061804087285,2.58125707127181,wave,wave,wave
101,wave,3.01596382372463,7.73266962875847,18.2878755360379,-14.2801235576019,2.47638568515158,wave,wave,wave
102,wave,3.47062708953178,7.9791202154739,17.6289400835433,-13.1454237608508,2.46078095155135,wave,wave,wave
103,wave,3.16430176554626,7.65071738457751,18.2212551396753,-14.0719020148693,2.64390569327723,wave,wave,wave
104,wave,3.09654030118921,7.63832334566787,17.8861646228766,-13.7775780770898,2.49088011863077,wave,wave,wave
105,wave,3.56161784095738,8.39176994643911,18.2350185123027,-13.6704169166069,2.27273446334233,wave,wave,wave
106,wave,3.27181745872692,8.15592864321565,18.7472299760279,-14.5132084472689,2.40235589098579,wave,wave,wave
107,wave,3.56587345502296,7.24876779611098,16.9115082026572,-12.3113056817634,2.99651589128426,wave,wave,wave
108,wave,3.03920109299639,7.60307309766203,18.1733814160777,-14.1526452972743,2.64100334803183,wave,wave,wave
109,wave,3.29970707344031,7.67242840033453,17.3044847700536,-12.974953930539,2.44497610402938,wave,wave,wave
110,wave,3.10380167875386,7.49020881170037,17.8763854519876,-13.7736693681562,2.72606001815466,wave,wave,wave
111,wave,3.52287792805613,7.993983263183,18.170646658047,-13.6303279389628,2.59186760368694,wave,wave,wave
112,wave,3.58937176464404,7.7907375204814,17.7989279667416,-13.1761762756362,2.74937196719477,wave,wave,wave
113,wave,3.13474777264967,7.62072177153114,17.727416607621,-13.5853882104823,2.4676712139274,wave,wave,wave
114,wave,3.29675514689575,7.84479676412657,17.8397763438093,-13.5358289103465,2.43963151267404,wave,wave,wave
115,wave,3.1232303257252,7.69296874295268,18.4800700180566,-14.3863698741752,2.73069375722941,wave,wave,wave
116,wave,3.30962694740702,7.70121717040081,17.646606410986,-13.3298196069872,2.59339541436489,wave,wave,wave
117,wave,3.26863263923051,8.10091160599915,18.29579006715,-14.0343693642237,2.30748108019634,wave,wave,wave
118,wave,3.20369916109162,7.62152315601208,18.1045732134714,-13.9135945163976,2.63319937309247,wave,wave,wave
119,wave,3.02069011340398,7.50423586450787,17.8345633857209,-13.7927635807037,2.60727083783627,wave,wave,wave
120,wave,3.13480549482257,7.45772712958016,18.0200811052331,-13.8966852652113,2.77308624285308,wave,wave,wave
121,wave,3.45549013747651,8.00227041488972,17.9425676242997,-13.4776239644201,2.50541275235261,wave,wave,wave
122,wave,2.94899006584024,7.84472001546125,18.0253923179594,-14.1033870740567,2.19784743469553,wave,wave,wave
123,wave,3.42196791265042,8.13859132400026,18.3926104874951,-13.9693587162287,2.483663212075,wave,wave,wave
124,wave,3.17813874887045,7.53446693726354,17.7696806497918,-13.5787151600441,2.6237081322797,wave,wave,wave
125,wave,3.17055511440032,8.4418428663943,19.3277505327574,-15.2278642036202,2.1598645915643,wave,wave,wave
126,wave,3.14115368730625,8.09196425932486,18.638325579564,-14.5250445963399,2.37453194031471,wave,wave,wave
127,wave,3.15872677017055,7.13276882653465,17.0530601249513,-12.8594010477404,2.83246237260451,wave,wave,wave
128,wave,3.24090129990991,8.12783834776765,18.5597380243628,-14.3284187648469,2.4274903030117,wave,wave,wave
129,wave,3.37149772699936,7.47580895949138,16.6227260422001,-12.2231476140463,2.56304087502781,wave,wave,wave
130,wave,3.14114649420006,7.53059807746299,18.0137940888997,-13.8712176686775,2.76979170556622,wave,wave,wave
131,wave,3.08184279861526,7.45195790530051,17.6881654464371,-13.60107893035,2.63071252241482,wave,wave,wave
132,wave,3.19905970950604,7.78815525181474,18.4472696838782,-14.2640374598524,2.62458348230426,wave,wave,wave
133,wave,3.59010885212759,7.95378279883593,17.4581564133591,-12.8499582275414,2.48774578361838,wave,wave,wave
134,wave,3.20587147827042,7.86970877190237,17.7311336629368,-13.5047899911292,2.32968474637849,wave,wave,wave
135,wave,3.26985490732866,7.67000407091043,18.0655953737383,-13.7942705407646,2.6935755366925,wave,wave,wave
136,wave,2.75840339453625,7.2524759084496,17.6873582556778,-13.9353875635805,2.67524083436815,wave,wave,wave
137,wave,3.22527514096934,7.95641613727182,18.3327715383533,-14.1275596842819,2.429161903737,wave,wave,wave
138,wave,3.33168148456154,8.02397696052846,18.378617187192,-14.0587228067084,2.4327523649872,wave,wave,wave
139,wave,3.15259450657473,7.62679252803736,17.742690509069,-13.5701131000734,2.48668555510701,wave,wave,wave
140,wave,3.43299112335193,7.67239181601334,17.7774011952919,-13.3216343659938,2.69899103176059,wave,wave,wave
141,wave,3.11576435738922,7.83047644552054,18.1624443428176,-14.0561229734354,2.41947457097862,wave,wave,wave
142,wave,3.4052706414919,7.92143993622039,17.8436013611223,-13.4130512846359,2.49595955799304,wave,wave,wave
143,wave,3.24513313920876,7.68801155861501,18.2900741632122,-14.0624409565439,2.72652684260517,wave,wave,wave
144,wave,3.09747587141103,7.6577819814724,18.1629929774208,-14.0686138483036,2.57606673547141,wave,wave,wave
145,wave,3.33195490865887,7.80665027197081,17.4951273789129,-13.140183450627,2.47354222697618,wave,wave,wave
146,wave,3.39920949178021,8.14666095211765,18.0320907780506,-13.6169786987698,2.34507422663325,wave,wave,wave
147,wave,3.41401108388187,7.62819226999644,17.934175636407,-13.5114532996629,2.76218056467539,wave,wave,wave
148,wave,3.05436834399243,7.71060262089667,17.9354873258887,-13.8663133869076,2.40818802686168,wave,wave,wave
149,wave,3.20400855651657,7.89685855747402,18.4258339441318,-14.241961571845,2.48516667998338,wave,wave,wave
150,wave,3.14692465321396,8.42020515703666,19.1412941039543,-15.063344065004,2.1978883302889,wave,wave,wave
151,wave,3.15472075985319,7.29014109173159,17.3759903911391,-13.2020451658106,2.73664447534886,wave,wave,wave
152,wave,3.28099919364162,7.61762744169499,17.4173259628206,-13.1101485567225,2.57017702256916,wave,wave,wave
153,wave,2.98258750628424,7.68373113125743,18.1609063985659,-14.2022056414673,2.40912266193663,wave,wave,wave
154,wave,3.54947693069963,8.11226889361799,17.8275093993057,-13.2592279747333,2.47511756210407,wave,wave,wave
155,wave,3.15385290368955,7.54957515337907,18.1431933245675,-13.9863623412886,2.78174206012319,wave,wave,wave
156,wave,3.08376037690931,7.21950672357228,17.4298004032469,-13.3248951381921,2.80115302039044,wave,wave,wave
157,wave,3.13017573375023,8.00289360022849,18.6738704794374,-14.5913078465392,2.41568320409485,wave,wave,wave
158,wave,2.99847523524572,7.84934614372309,18.3661001653504,-14.4143979944848,2.26764033811957,wave,wave,wave
159,wave,3.25699508783066,7.72903236278512,17.6962291504028,-13.4205099070156,2.50729267175616,wave,wave,wave
160,wave,3.07809897939819,7.84275408426029,18.5301160988041,-14.5024825636898,2.47280018546917,wave,wave,wave
161,wave,3.24110254528183,7.68110786452762,17.87446548164,-13.6071783292972,2.60791271483706,wave,wave,wave
162,wave,3.19815409410606,7.14096709171501,16.8490281067514,-12.6167500657482,2.82827005200637,wave,wave,wave
163,wave,3.20873628269178,7.93337605634646,18.2448140474245,-14.0385469320748,2.40685761799627,wave,wave,wave
164,wave,3.43453579586618,7.93685778449353,17.8988593231221,-13.4602258485354,2.49589458959442,wave,wave,wave
165,wave,3.1965628463712,7.63407877169578,18.283298672285,-14.0906713260004,2.7336518690842,wave,wave,wave
166,wave,3.43638939124356,8.16694765272907,18.4025293580514,-13.9721698520186,2.46093590402274,wave,wave,wave
167,wave,3.0098621177813,7.76532955636643,17.9706156018936,-13.9684421188691,2.30464594196047,wave,wave,wave
168,wave,3.18759040482122,8.23187126408378,18.5956051080672,-14.4405962861269,2.23671311941824,wave,wave,wave
169,wave,3.30103945400216,7.64912388234539,17.7491311477508,-13.4412511387804,2.59462504571907,wave,wave,wave
170,wave,3.05879814682335,7.62942547643229,18.0723449142743,-14.0118694612354,2.52973749714216,wave,wave,wave
171,wave,3.25131296708056,7.88529700371533,18.7107144576203,-14.4849762579677,2.63586804883168,wave,wave,wave
172,wave,3.15064021103385,7.66473166436905,17.7582420147356,-13.5880844062251,2.48697629238835,wave,wave,wave
173,wave,3.5201685887483,7.76369568509426,17.8059261694948,-13.2649299793919,2.70616472810882,wave,wave,wave
174,wave,3.12599723623705,7.44847801480629,17.9886015131492,-13.8951988454326,2.78893954692901,wave,wave,wave
175,wave,3.30302023540065,8.07301092177325,17.9054385084396,-13.6029748733206,2.2576360796766,wave,wave,wave
176,wave,3.28770455323597,7.78914523713684,17.8083975826093,-13.5035914092798,2.5068446229198,wave,wave,wave
177,wave,3.13722325289176,7.60470822958585,18.1628393192418,-14.0329395894372,2.70371718229296,wave,wave,wave
178,wave,3.56709430593587,7.71891323468814,16.9600074084143,-12.3615486566093,2.57773980350002,wave,wave,wave
179,wave,3.10197312200989,8.15793060139929,18.5664222407143,-14.5045583997481,2.24683880823023,wave,wave,wave
180,wave,3.16511798468787,7.61060533489943,18.0941505878891,-13.9415343739379,2.62618136249891,wave,wave,wave
181,wave,3.06662121639046,7.44002035091046,17.5096150801116,-13.4149829447245,2.54548532103148,wave,wave,wave
182,wave,3.40601754041791,7.19226192189761,17.0191060026848,-12.5851540138218,2.96306144901878,wave,wave,wave
183,wave,3.27149070974365,8.19264329390994,18.808159399215,-14.5611247011251,2.44130987372521,wave,wave,wave
184,wave,3.00209987918081,7.55902922656177,17.9200384217294,-13.9277632210356,2.45214718349914,wave,wave,wave
185,wave,3.38460049829979,7.87457452373215,18.3145078152133,-13.9229088679428,2.60687155005192,wave,wave,wave
186,wave,3.33956305058672,8.27860117355454,18.5540287497143,-14.2268358210861,2.35881865693562,wave,wave,wave
187,wave,3.47931905491563,7.88696463566672,17.2818116834857,-12.7792449550669,2.44514155351826,wave,wave,wave
188,wave,3.10348739385189,8.29475827899694,19.0604772319479,-15.031502449928,2.20316426333738,wave,wave,wave
189,wave,3.18064098834615,7.58981032438792,17.892912251559,-13.6994224391592,2.6373522004812,wave,wave,wave
190,wave,3.0417950935457,7.30572173044429,17.3876225550931,-13.3161882323723,2.68197402539464,wave,wave,wave
191,wave,3.26569633696058,7.72680684334668,18.2406045176007,-13.9742095582291,2.67225763757174,wave,wave,wave
192,wave,3.07048635711861,7.49596511868219,17.8282784429484,-13.7418082483005,2.68772521742929,wave,wave,wave
193,wave,3.43874462347053,7.93561141568839,18.0011441403848,-13.5482185043072,2.51153101304563,wave,wave,wave
194,wave,3.17032734975166,7.749385562008,18.3965245528767,-14.2483339963554,2.554875371011,wave,wave,wave
195,wave,2.95762921405485,7.85382266195745,18.485474020001,-14.5468039253274,2.42088692688172,wave,wave,wave
196,wave,3.08199174515771,7.72428622977878,18.1746489285903,-14.0923298535932,2.47535753002436,wave,wave,wave
197,wave,3.18708331431439,7.73184205511654,17.5878754398488,-13.3936001759749,2.39970011303064,wave,wave,wave
198,wave,3.15792432356117,7.74361086998812,17.923220981914,-13.77182352188,2.41388977982535,wave,wave,wave
199,wave,3.6599842274467,8.02096062186876,17.9229986335018,-13.2259474826515,2.63458782112302,wave,wave,wave
200,wave,3.21969753586224,7.55626757408444,17.749212399177,-13.5127200432502,2.66238836430593,wave,wave,wave
201,wave,3.16561980525383,7.86925782175814,18.6352888060897,-14.5155919788887,2.63252877190449,wave,wave,wave
202,wave,3.4274283672473,7.99745490204,18.0124581165404,-13.5816198035721,2.47290348076426,wave,wave,wave
203,wave,3.07168374952983,7.52156132802634,17.7070051565174,-13.6297404125634,2.53055272378792,wave,wave,wave
204,wave,3.17388561071006,7.30257143376617,16.955467417566,-12.756511904102,2.62974264720615,wave,wave,wave
205,wave,3.03236724959676,8.24774014462459,18.6240448878352,-14.6406206270189,2.07570114382949,wave,wave,wave
206,wave,3.45986707718558,7.77136527017948,17.6096665758473,-13.1347479295507,2.62340731042274,wave,wave,wave
207,wave,3.34032067011136,7.82721496876684,18.0867412666763,-13.7225673350114,2.55592669650688,wave,wave,wave
208,wave,3.23917052772183,7.85235286578188,18.3602909364656,-14.1384875660977,2.49817974704058,wave,wave,wave
209,wave,3.33878485794781,7.96815409726905,17.9952604453747,-13.6616890605422,2.41457451045124,wave,wave,wave
210,wave,2.98494924454385,7.85542314217428,18.1930911581608,-14.2253092910527,2.32415553431938,wave,wave,wave
211,wave,3.16583229118244,7.49731166064269,18.1116042533281,-13.9695725880647,2.80478941248344,wave,wave,wave
212,wave,3.17279240755452,7.58356527073572,17.9799835341719,-13.8054609402767,2.67590900106573,wave,wave,wave
213,wave,3.85824716050133,7.77858629470691,16.6363292757354,-11.7368338881529,2.75808095127071,wave,wave,wave
214,wave,3.04794726361411,7.8274737322215,18.4935522323256,-14.4767720994554,2.44645764248714,wave,wave,wave
215,wave,3.33769645492124,7.68990757392484,17.7531491863336,-13.3950637239545,2.59175741433998,wave,wave,wave
216,wave,3.34268413076169,7.57957748644764,17.7904388627315,-13.4278843397929,2.74696065545847,wave,wave,wave
217,wave,3.16208521957753,7.43674502927629,17.5695382322143,-13.3760882925651,2.72959949616518,wave,wave,wave
218,wave,3.27198968637824,7.88619690004546,18.1351011110431,-13.8769466373054,2.45182526677992,wave,wave,wave
219,wave,3.25184424014632,8.19717356349312,18.8936427089539,-14.6586495178112,2.4337879917577,wave,wave,wave
220,wave,3.33711381218523,7.56101476424055,17.4150759081826,-13.0513814747148,2.68263545784238,wave,wave,wave
221,wave,3.05912401755031,7.48003754345965,17.8684152904415,-13.8052141043996,2.60035645242684,wave,wave,wave
222,wave,3.26015359528995,8.37444054561861,18.7682002026797,-14.5560243366697,2.21090636604315,wave,wave,wave
223,wave,2.94160424455088,7.69592811953227,18.2596834673799,-14.3299851679883,2.46878435320713,wave,wave,wave
224,wave,3.20781159632214,8.19252671885675,18.4598782110169,-14.2898310634574,2.22057352821117,wave,wave,wave
225,wave,2.89195178346147,7.43815489278387,17.8050398677962,-13.9083661884834,2.55372308923452,wave,wave,wave
226,wave,3.46108084528633,7.86642018947372,17.861675810992,-13.3755913558801,2.61582446795377,wave,wave,wave
227,wave,3.12811603838238,7.7881312688657,18.4001593248126,-14.2917661777454,2.49416518541654,wave,wave,wave
228,wave,3.20088018602032,7.62258439631197,17.8081747919727,-13.6027206883153,2.55868694509666,wave,wave,wave
229,wave,3.11942457354883,7.69903357662184,18.2771171408695,-14.1617723022896,2.63771767686388,wave,wave,wave
230,wave,3.45368985350856,7.63273882335054,18.0997688596107,-13.6228668602319,2.80652237746569,wave,wave,wave
231,wave,3.31150896715465,8.11145784829332,18.1425842973265,-13.8390616081741,2.25324824389382,wave,wave,wave
232,wave,3.11576486569345,8.161344892924,18.8462262737436,-14.7712762631448,2.32326068593599,wave,wave,wave
233,wave,3.4257219004584,7.99695849430465,18.0411648268327,-13.6086451824313,2.49896914945818,wave,wave,wave
234,wave,3.0554237185178,7.33630301455476,17.5055022802719,-13.4387055845611,2.68174357102637,wave,wave,wave
235,wave,2.92655919690451,7.87593864776594,18.5215088121842,-14.6315001096438,2.33809840330107,wave,wave,wave
236,wave,3.09713360112764,7.90105883010988,18.2227676712848,-14.1242306751134,2.37364090953953,wave,wave,wave
237,wave,3.09885525991369,7.17217600709802,17.4627411430621,-13.339905776805,2.85253965390663,wave,wave,wave
238,wave,3.17614280035532,7.6420404975343,17.9987712578355,-13.810944134685,2.59011521959952,wave,wave,wave
239,wave,3.71998095363564,8.36547300293613,17.5294732998753,-12.7911311713398,2.37466884950359,wave,wave,wave
240,wave,3.31012494181413,7.58373810694314,17.7017168509726,-13.3782613365697,2.66208400109564,wave,wave,wave
241,wave,3.20126857200718,7.83398266499217,18.5805816532276,-14.3875851602195,2.65346605074795,wave,wave,wave
242,wave,3.25501312528196,7.60061790786945,17.9102760760032,-13.6395682856238,2.65503112997507,wave,wave,wave
243,wave,3.08461011848043,8.17837634939774,18.3924545504661,-14.3386201233979,2.14214758786915,wave,wave,wave
244,wave,3.24215332266561,7.33181868662636,17.6915580751973,-13.4175593638103,2.91897691625941,wave,wave,wave
245,wave,2.99843151819707,7.48555520488484,17.9440665694124,-13.9650705739373,2.61673861739032,wave,wave,wave
246,wave,3.27190909618369,7.52654572908976,17.3641614460879,-13.0572943742954,2.58671567229941,wave,wave,wave
247,wave,2.97731194779785,7.98817655894642,18.6605860819613,-14.7339409300736,2.34195675209251,wave,wave,wave
248,wave,3.1964894513542,7.82973688822289,17.917613582011,-13.7111506056146,2.42551301453045,wave,wave,wave
249,wave,3.21559663381056,7.36380998188517,17.6788273074982,-13.4425343105722,2.8542230670864,wave,wave,wave
250,wave,3.18578344212271,8.01257785150835,18.8287776268926,-14.6844146886016,2.53193377805334,wave,wave,wave
251,wave,3.39945315795603,8.18342683430248,18.0485362045216,-13.6519079963338,2.28167915576518,wave,wave,wave
